zip,deck,order,axis,type,color,primary_exercise,status,line_count,color_compliance,exercise_type,parameter,block_sequence,content_depth,format,overall,missing_elements,flags
🖼🐬➕🔵,42,Restoration,Partner,Plus,Structured,Face Pull,GENERATED,33,100,100,87,100,85,86,93,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:33_lines;MISSING:flanking_type_emojis_in_title;MISSING:operator_call
🖼🐬➕🟠,42,Restoration,Partner,Plus,Circuit,(unknown),GENERATED,37,75,50,75,100,65,86,73,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,"FORBIDDEN_BARBELL:Good Morning (Barbell) (high rep, low lo;NO_EXERCISES_MATCHED_REGISTRY;REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:37_lines;FEW_EXERCISES:2;MISSING:flanking_type_emojis_in_title;MISSING:operator_call"
🖼🐬➕🟡,42,Restoration,Partner,Plus,Fun,Aquaman,GENERATED,33,75,100,87,100,85,86,88,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,MISSING_BLOCK:🏖;REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:33_lines;MISSING:flanking_type_emojis_in_title;MISSING:operator_call
🖼🐬➕🟢,42,Restoration,Partner,Plus,Bodyweight,Behind-the-Neck Lat Pulldown,GENERATED,33,75,100,87,100,85,86,88,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,"FORBIDDEN_BARBELL:Good Morning (Barbell) (high rep, low lo;REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:33_lines;MISSING:flanking_type_emojis_in_title;MISSING:operator_call"
🖼🐬➕🟣,42,Restoration,Partner,Plus,Technical,Seated Good Morning,GENERATED,33,100,50,87,100,85,86,83,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,TYPE_MISMATCH:Seated Good Morning→Legs;REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:33_lines;MISSING:flanking_type_emojis_in_title;MISSING:operator_call
🖼🐬🪡⚪,42,Restoration,Partner,Pull,Mindful,Standing Hip Internal Rotation,GENERATED,33,85,100,87,100,85,86,90,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,MINDFUL_REST_TOO_SHORT;REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:33_lines;MISSING:flanking_type_emojis_in_title;MISSING:operator_call
🖼🐬🪡⚫,42,Restoration,Partner,Pull,Teaching,Half-Kneeling Band Single-Arm Pulldown,GENERATED,33,100,100,87,100,85,86,93,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:33_lines;MISSING:flanking_type_emojis_in_title;MISSING:operator_call
🖼🐬🪡🔴,42,Restoration,Partner,Pull,Intense,Band Hammer Curl,GENERATED,33,100,100,87,100,85,86,93,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:33_lines;MISSING:flanking_type_emojis_in_title;MISSING:operator_call
🖼🐬🪡🔵,42,Restoration,Partner,Pull,Structured,Face Pull,GENERATED,33,100,100,87,100,85,86,93,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:33_lines;MISSING:flanking_type_emojis_in_title;MISSING:operator_call
🖼🐬🪡🟠,42,Restoration,Partner,Pull,Circuit,(unknown),GENERATED,37,75,100,75,100,65,86,83,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,"FORBIDDEN_BARBELL:Good Morning (Barbell) (parasympathetic,;REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:37_lines;FEW_EXERCISES:2;MISSING:flanking_type_emojis_in_title;MISSING:operator_call"
🖼🐬🪡🟡,42,Restoration,Partner,Pull,Fun,Single-Arm Overhead Cable Extension,GENERATED,33,75,100,87,100,85,86,88,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,MISSING_BLOCK:🏖;REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:33_lines;MISSING:flanking_type_emojis_in_title;MISSING:operator_call
🖼🐬🪡🟢,42,Restoration,Partner,Pull,Bodyweight,Behind-the-Neck Lat Pulldown,GENERATED,33,75,100,87,100,85,86,88,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,"FORBIDDEN_BARBELL:Good Morning (Barbell) (parasympathetic,;REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:33_lines;MISSING:flanking_type_emojis_in_title;MISSING:operator_call"
🖼🐬🪡🟣,42,Restoration,Partner,Pull,Technical,Seated Good Morning,GENERATED,33,100,50,87,100,85,86,83,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,TYPE_MISMATCH:Seated Good Morning→Legs;REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:33_lines;MISSING:flanking_type_emojis_in_title;MISSING:operator_call
🖼🏛🍗⚪,37,Restoration,Basics,Legs,Mindful,Standing Hip Internal Rotation,GENERATED,33,85,100,87,100,85,86,90,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,MINDFUL_REST_TOO_SHORT;REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:33_lines;MISSING:flanking_type_emojis_in_title;MISSING:operator_call
🖼🏛🍗⚫,37,Restoration,Basics,Legs,Teaching,Lying Quad Stretch,GENERATED,33,100,100,87,100,85,86,93,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:33_lines;MISSING:flanking_type_emojis_in_title;MISSING:operator_call
🖼🏛🍗🔴,37,Restoration,Basics,Legs,Intense,Seated Good Morning,GENERATED,33,100,100,87,100,85,86,93,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:33_lines;MISSING:flanking_type_emojis_in_title;MISSING:operator_call
🖼🏛🍗🔵,37,Restoration,Basics,Legs,Structured,Box Jump,GENERATED,33,100,66,87,100,85,86,86,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,TYPE_MISMATCH:Box Jump→Plus;REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:33_lines;MISSING:flanking_type_emojis_in_title;MISSING:operator_call
🖼🏛🍗🟠,37,Restoration,Basics,Legs,Circuit,(unknown),GENERATED,37,100,50,75,100,65,86,78,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,NO_EXERCISES_MATCHED_REGISTRY;REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:37_lines;FEW_EXERCISES:2;MISSING:flanking_type_emojis_in_title;MISSING:operator_call
🖼🏛🍗🟡,37,Restoration,Basics,Legs,Fun,Seated Leg Curl,GENERATED,33,75,100,87,100,85,86,88,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,MISSING_BLOCK:🏖;REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:33_lines;MISSING:flanking_type_emojis_in_title;MISSING:operator_call
🖼🏛🍗🟢,37,Restoration,Basics,Legs,Bodyweight,Single-Leg Toe Raise,GENERATED,33,100,100,87,100,85,86,93,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:33_lines;MISSING:flanking_type_emojis_in_title;MISSING:operator_call
🖼🏛🍗🟣,37,Restoration,Basics,Legs,Technical,Single-Leg Extension,GENERATED,33,100,100,87,100,85,86,93,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:33_lines;MISSING:flanking_type_emojis_in_title;MISSING:operator_call
🖼🏛🛒⚪,37,Restoration,Basics,Push,Mindful,Cable External Rotation,GENERATED,33,85,100,87,100,85,86,90,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,MINDFUL_REST_TOO_SHORT;REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:33_lines;MISSING:flanking_type_emojis_in_title;MISSING:operator_call
🖼🏛🛒⚫,37,Restoration,Basics,Push,Teaching,Cable Chest Fly,GENERATED,33,100,100,87,100,85,86,93,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:33_lines;MISSING:flanking_type_emojis_in_title;MISSING:operator_call
🖼🏛🛒🔴,37,Restoration,Basics,Push,Intense,Neutral-Grip Lat Pulldown,GENERATED,33,100,100,87,100,85,86,93,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:33_lines;MISSING:flanking_type_emojis_in_title;MISSING:operator_call
🖼🏛🛒🔵,37,Restoration,Basics,Push,Structured,Incline Cable Fly,GENERATED,33,100,100,87,100,85,86,93,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:33_lines;MISSING:flanking_type_emojis_in_title;MISSING:operator_call
🖼🏛🛒🟠,37,Restoration,Basics,Push,Circuit,(unknown),GENERATED,37,100,100,75,100,65,86,88,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:37_lines;FEW_EXERCISES:2;MISSING:flanking_type_emojis_in_title;MISSING:operator_call
🖼🏛🛒🟡,37,Restoration,Basics,Push,Fun,Dumbbell Front Raise,GENERATED,33,75,100,87,100,85,86,88,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,MISSING_BLOCK:🏖;REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:33_lines;MISSING:flanking_type_emojis_in_title;MISSING:operator_call
🖼🏛🛒🟢,37,Restoration,Basics,Push,Bodyweight,Single-Arm Cable Rear Delt Fly,GENERATED,33,100,100,87,100,85,86,93,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:33_lines;MISSING:flanking_type_emojis_in_title;MISSING:operator_call
🖼🏛🛒🟣,37,Restoration,Basics,Push,Technical,Band Hammer Curl,GENERATED,33,100,100,87,100,85,86,93,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:33_lines;MISSING:flanking_type_emojis_in_title;MISSING:operator_call
🖼🏛➖⚪,37,Restoration,Basics,Ultra,Mindful,Sprint,GENERATED,33,85,50,87,100,65,86,77,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,MINDFUL_REST_TOO_SHORT;NO_EXERCISES_MATCHED_REGISTRY;REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:33_lines;FEW_EXERCISES:1;MISSING:flanking_type_emojis_in_title;MISSING:operator_call
🖼🏛➖⚫,37,Restoration,Basics,Ultra,Teaching,Sprint,GENERATED,33,100,50,87,100,65,86,80,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,NO_EXERCISES_MATCHED_REGISTRY;REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:33_lines;FEW_EXERCISES:1;MISSING:flanking_type_emojis_in_title;MISSING:operator_call
🖼🏛➖🔴,37,Restoration,Basics,Ultra,Intense,Sprint,GENERATED,33,100,50,87,100,65,86,80,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,NO_EXERCISES_MATCHED_REGISTRY;REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:33_lines;FEW_EXERCISES:1;MISSING:flanking_type_emojis_in_title;MISSING:operator_call
🖼🏛➖🔵,37,Restoration,Basics,Ultra,Structured,Kettlebell Goblet Squat,GENERATED,33,100,100,87,100,65,86,90,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:33_lines;FEW_EXERCISES:2;MISSING:flanking_type_emojis_in_title;MISSING:operator_call
🖼🏛➖🟠,37,Restoration,Basics,Ultra,Circuit,(unknown),GENERATED,37,100,100,75,100,65,86,88,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:37_lines;FEW_EXERCISES:2;MISSING:flanking_type_emojis_in_title;MISSING:operator_call
🖼🏛➖🟡,37,Restoration,Basics,Ultra,Fun,Sprint,GENERATED,33,75,50,87,100,65,86,75,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,MISSING_BLOCK:🏖;NO_EXERCISES_MATCHED_REGISTRY;REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:33_lines;FEW_EXERCISES:1;MISSING:flanking_type_emojis_in_title;MISSING:operator_call
🖼🏛➖🟢,37,Restoration,Basics,Ultra,Bodyweight,Sprint,GENERATED,33,100,50,87,100,65,86,80,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,NO_EXERCISES_MATCHED_REGISTRY;REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:33_lines;FEW_EXERCISES:1;MISSING:flanking_type_emojis_in_title;MISSING:operator_call
🖼🏛➖🟣,37,Restoration,Basics,Ultra,Technical,Sprint,GENERATED,33,100,50,87,100,65,86,80,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,NO_EXERCISES_MATCHED_REGISTRY;REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:33_lines;FEW_EXERCISES:1;MISSING:flanking_type_emojis_in_title;MISSING:operator_call
🖼🏛➕⚪,37,Restoration,Basics,Plus,Mindful,Neck Flexion,GENERATED,33,85,0,87,100,85,86,70,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,"MINDFUL_REST_TOO_SHORT;TYPE_MISMATCH:Scapular Push-Up→Push,Pull;REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:33_lines;MISSING:flanking_type_emojis_in_title;MISSING:operator_call"
🖼🏛➕⚫,37,Restoration,Basics,Plus,Teaching,Neck Flexion with Plate,GENERATED,33,100,0,87,100,85,86,73,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,"TYPE_MISMATCH:Scapular Push-Up→Push,Pull;REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:33_lines;MISSING:flanking_type_emojis_in_title;MISSING:operator_call"
🖼🏛➕🔴,37,Restoration,Basics,Plus,Intense,Seated Good Morning,GENERATED,33,100,0,87,100,85,86,73,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,TYPE_MISMATCH:Seated Good Morning→Legs;REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:33_lines;MISSING:flanking_type_emojis_in_title;MISSING:operator_call
🖼🏛➕🔵,37,Restoration,Basics,Plus,Structured,Behind-the-Neck Lat Pulldown,GENERATED,33,100,100,87,100,85,86,93,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:33_lines;MISSING:flanking_type_emojis_in_title;MISSING:operator_call
🖼🏛➕🟠,37,Restoration,Basics,Plus,Circuit,(unknown),GENERATED,37,75,50,75,100,65,86,73,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,"FORBIDDEN_BARBELL:Good Morning (Barbell) (high rep, low lo;NO_EXERCISES_MATCHED_REGISTRY;REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:37_lines;FEW_EXERCISES:2;MISSING:flanking_type_emojis_in_title;MISSING:operator_call"
🖼🏛➕🟡,37,Restoration,Basics,Plus,Fun,Neck Rotation with Band,GENERATED,33,75,50,87,100,85,86,78,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,"MISSING_BLOCK:🏖;TYPE_MISMATCH:Scapular Push-Up→Push,Pull;REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:33_lines;MISSING:flanking_type_emojis_in_title;MISSING:operator_call"
🖼🏛➕🟢,37,Restoration,Basics,Plus,Bodyweight,Half-Kneeling Band Single-Arm Pulldown,GENERATED,33,75,100,87,100,85,86,88,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,"FORBIDDEN_BARBELL:Good Morning (Barbell) (parasympathetic,;REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:33_lines;MISSING:flanking_type_emojis_in_title;MISSING:operator_call"
🖼🏛➕🟣,37,Restoration,Basics,Plus,Technical,Band Face Pull,GENERATED,33,100,100,87,100,85,86,93,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:33_lines;MISSING:flanking_type_emojis_in_title;MISSING:operator_call
🖼🏛🪡⚪,37,Restoration,Basics,Pull,Mindful,Close-Grip Bench Press,GENERATED,33,85,100,87,100,85,86,90,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,MINDFUL_REST_TOO_SHORT;REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:33_lines;MISSING:flanking_type_emojis_in_title;MISSING:operator_call
🖼🏛🪡⚫,37,Restoration,Basics,Pull,Teaching,Dumbbell Pullover,GENERATED,33,100,100,87,100,85,86,93,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:33_lines;MISSING:flanking_type_emojis_in_title;MISSING:operator_call
🖼🏛🪡🔴,37,Restoration,Basics,Pull,Intense,Seated Good Morning,GENERATED,33,100,50,87,100,85,86,83,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,TYPE_MISMATCH:Seated Good Morning→Legs;REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:33_lines;MISSING:flanking_type_emojis_in_title;MISSING:operator_call
🖼🏛🪡🔵,37,Restoration,Basics,Pull,Structured,Behind-the-Neck Lat Pulldown,GENERATED,33,100,100,87,100,85,86,93,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:33_lines;MISSING:flanking_type_emojis_in_title;MISSING:operator_call
🖼🏛🪡🟠,37,Restoration,Basics,Pull,Circuit,(unknown),GENERATED,37,75,100,75,100,65,86,83,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,"FORBIDDEN_BARBELL:Good Morning (Barbell) (parasympathetic,;REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:37_lines;FEW_EXERCISES:2;MISSING:flanking_type_emojis_in_title;MISSING:operator_call"
🖼🏛🪡🟡,37,Restoration,Basics,Pull,Fun,Band Hammer Curl,GENERATED,33,75,100,87,100,85,86,88,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,MISSING_BLOCK:🏖;REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:33_lines;MISSING:flanking_type_emojis_in_title;MISSING:operator_call
🖼🏛🪡🟢,37,Restoration,Basics,Pull,Bodyweight,Half-Kneeling Band Single-Arm Pulldown,GENERATED,33,75,100,87,100,85,86,88,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,"FORBIDDEN_BARBELL:Good Morning (Barbell) (parasympathetic,;REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:33_lines;MISSING:flanking_type_emojis_in_title;MISSING:operator_call"
🖼🏛🪡🟣,37,Restoration,Basics,Pull,Technical,Band Face Pull,GENERATED,33,100,100,87,100,85,86,93,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:33_lines;MISSING:flanking_type_emojis_in_title;MISSING:operator_call
🖼🌹🍗⚪,39,Restoration,Aesthetic,Legs,Mindful,Standing Hip Internal Rotation,GENERATED,33,85,100,87,100,85,86,90,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,MINDFUL_REST_TOO_SHORT;REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:33_lines;MISSING:flanking_type_emojis_in_title;MISSING:operator_call
🖼🌹🍗⚫,39,Restoration,Aesthetic,Legs,Teaching,Lying Quad Stretch,GENERATED,33,100,100,87,100,85,86,93,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:33_lines;MISSING:flanking_type_emojis_in_title;MISSING:operator_call
🖼🌹🍗🔴,39,Restoration,Aesthetic,Legs,Intense,Seated Good Morning,GENERATED,33,100,100,87,100,85,86,93,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:33_lines;MISSING:flanking_type_emojis_in_title;MISSING:operator_call
🖼🌹🍗🔵,39,Restoration,Aesthetic,Legs,Structured,Box Jump,GENERATED,33,100,66,87,100,85,86,86,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,TYPE_MISMATCH:Box Jump→Plus;REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:33_lines;MISSING:flanking_type_emojis_in_title;MISSING:operator_call
🖼🌹🍗🟠,39,Restoration,Aesthetic,Legs,Circuit,(unknown),GENERATED,37,100,50,75,100,65,86,78,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,NO_EXERCISES_MATCHED_REGISTRY;REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:37_lines;FEW_EXERCISES:2;MISSING:flanking_type_emojis_in_title;MISSING:operator_call
🖼🌹🍗🟡,39,Restoration,Aesthetic,Legs,Fun,Seated Leg Curl,GENERATED,33,75,100,87,100,85,86,88,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,MISSING_BLOCK:🏖;REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:33_lines;MISSING:flanking_type_emojis_in_title;MISSING:operator_call
🖼🌹🍗🟢,39,Restoration,Aesthetic,Legs,Bodyweight,Single-Leg Toe Raise,GENERATED,33,100,100,87,100,85,86,93,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:33_lines;MISSING:flanking_type_emojis_in_title;MISSING:operator_call
🖼🌹🍗🟣,39,Restoration,Aesthetic,Legs,Technical,Single-Leg Extension,GENERATED,33,100,100,87,100,85,86,93,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:33_lines;MISSING:flanking_type_emojis_in_title;MISSING:operator_call
🖼🌹🛒⚪,39,Restoration,Aesthetic,Push,Mindful,Cable External Rotation,GENERATED,33,85,100,87,100,85,86,90,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,MINDFUL_REST_TOO_SHORT;REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:33_lines;MISSING:flanking_type_emojis_in_title;MISSING:operator_call
🖼🌹🛒⚫,39,Restoration,Aesthetic,Push,Teaching,Cable Chest Fly,GENERATED,33,100,100,87,100,85,86,93,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:33_lines;MISSING:flanking_type_emojis_in_title;MISSING:operator_call
🖼🌹🛒🔴,39,Restoration,Aesthetic,Push,Intense,Neutral-Grip Lat Pulldown,GENERATED,33,100,100,87,100,85,86,93,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:33_lines;MISSING:flanking_type_emojis_in_title;MISSING:operator_call
🖼🌹🛒🔵,39,Restoration,Aesthetic,Push,Structured,Incline Cable Fly,GENERATED,33,100,100,87,100,85,86,93,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:33_lines;MISSING:flanking_type_emojis_in_title;MISSING:operator_call
🖼🌹🛒🟠,39,Restoration,Aesthetic,Push,Circuit,(unknown),GENERATED,37,100,100,75,100,65,86,88,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:37_lines;FEW_EXERCISES:2;MISSING:flanking_type_emojis_in_title;MISSING:operator_call
🖼🌹🛒🟡,39,Restoration,Aesthetic,Push,Fun,Barbell Front Raise,GENERATED,33,75,100,87,100,85,86,88,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,MISSING_BLOCK:🏖;REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:33_lines;MISSING:flanking_type_emojis_in_title;MISSING:operator_call
🖼🌹🛒🟢,39,Restoration,Aesthetic,Push,Bodyweight,Single-Arm Cable Rear Delt Fly,GENERATED,33,100,100,87,100,85,86,93,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:33_lines;MISSING:flanking_type_emojis_in_title;MISSING:operator_call
🖼🌹🛒🟣,39,Restoration,Aesthetic,Push,Technical,Band Hammer Curl,GENERATED,33,100,100,87,100,85,86,93,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:33_lines;MISSING:flanking_type_emojis_in_title;MISSING:operator_call
🖼🌹➖⚪,39,Restoration,Aesthetic,Ultra,Mindful,Half Turkish Get-Up,GENERATED,33,85,0,87,100,65,86,67,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,MINDFUL_REST_TOO_SHORT;TYPE_MISMATCH:Turkish Get-Up→Plus;REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:33_lines;FEW_EXERCISES:2;MISSING:flanking_type_emojis_in_title;MISSING:operator_call
🖼🌹➖⚫,39,Restoration,Aesthetic,Ultra,Teaching,Half Turkish Get-Up,GENERATED,33,100,0,87,100,65,86,70,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,TYPE_MISMATCH:Turkish Get-Up→Plus;REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:33_lines;FEW_EXERCISES:2;MISSING:flanking_type_emojis_in_title;MISSING:operator_call
🖼🌹➖🔴,39,Restoration,Aesthetic,Ultra,Intense,Turkish Get-Up,GENERATED,33,100,0,87,100,65,86,70,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,TYPE_MISMATCH:Turkish Get-Up→Plus;TYPE_MISMATCH:Turkish Get-Up→Plus;TYPE_MISMATCH:Turkish Get-Up→Plus;REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:33_lines;FEW_EXERCISES:1;MISSING:flanking_type_emojis_in_title;MISSING:operator_call
🖼🌹➖🔵,39,Restoration,Aesthetic,Ultra,Structured,Sprint,GENERATED,33,100,50,87,100,65,86,80,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,NO_EXERCISES_MATCHED_REGISTRY;REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:33_lines;FEW_EXERCISES:1;MISSING:flanking_type_emojis_in_title;MISSING:operator_call
🖼🌹➖🟠,39,Restoration,Aesthetic,Ultra,Circuit,(unknown),GENERATED,37,100,100,75,100,65,86,88,MISSING:flanking_type_emojis_in_title;MISSING:operator_call,REPS_OUT_OF_RANGE:17reps(expected:12-15);LIGHT_CONTENT:37_lines;FEW_EXERCISES:2;MISSING:flanking_type_emojis_in_title;MISSING:operator_call
